Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
NOL11	2926.09	9308.3	3266.1	1016.03	7476.18	4993.14	1431.06	0	5988.28	0	0	0	0	772.032	4609.15	2923.11	4498.16	7390.31	0	0	0	0	0	0
DDX31	8806.26	12024.3	14757.4	9524.25	15196.4	7674.25	7835.22	6458.19	7598.23	1146.04	0	1772.06	6382.17	5428.15	3635.12	24090.7	23288.7	33139.9	0	0	0	0	0	0
PAAT	13287.5	14151.5	22248.8	0	0	0	9618.35	7987.29	10756.4	0	0	0	0	0	0	9309.33	14700.6	23422	0	0	0	0	0	0
BRD9	0	0	0	11670.3	10865.3	11886.3	0	0	0	0	0	0	0	0	0	17660.5	20090.5	27575.8	0	0	0	0	0	0
MINDY3	0	0	0	0	0	0	0	0	0	4090.12	2741.08	0	0	0	0	0	0	0	1792.05	3693.11	2462.07	0	3294.1	1229.05
ECT2	3201.1	3313.1	2984.08	19366.5	29537.9	14535.4	3787.1	0	4810.12	0	0	0	7002.18	3950.13	4166.13	11962.4	10213.4	13972.4	0	0	0	0	0	0
FAM204A	0	0	0	6008.19	8840.27	4609.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKZF1	4814.12	0	7174.19	0	0	0	4691.12	0	3023.11	0	0	0	0	0	5298.21	7356.19	7654.19	17367.4	0	0	0	0	0	0
GORASP2	0	536.026	0	0	0	0	0	0	2104.1	0	0	0	0	0	0	13383.6	3716.14	4382.17	0	0	0	0	0	0
ZWILCH	0	5114.14	6478.19	0	1866.05	0	0	3592.1	3919.1	0	0	0	0	0	1416.04	4201.12	3982.11	8161.22	0	0	0	0	0	0
JPT2	125048	110542	153327	64026.1	104727	52807.8	112975	88476.1	118031	24610.8	25967.9	20952.6	39863.4	44555.5	45663.5	132572	130094	146734	7487.25	16150.6	13633.5	11266.4	14340.5	14014.5
RNF121	48697.4	52827.6	69493.5	151268	299569	137641	85374.2	69209.8	84885.9	13417.3	17495.9	16712.8	20903.5	22057.6	22090.6	147779	126444	169295	0	0	0	3428.17	5330.13	6320.16
SLC25A22	16571.4	15747.4	13986.4	10140.3	15671.4	8795.24	0	0	6276.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR76	0	0	0	6696.17	10304.3	3816.09	2883.09	0	0	0	0	0	8042.2	2851.07	0	0	4239.15	10496.3	0	0	0	0	0	0
MARCHF7	0	0	0	0	0	0	0	0	0	0	0	0	2432.08	2182.09	3529.15	0	0	0	0	0	0	0	0	0
CNOT10	4603.12	5592.15	5746.25	0	0	0	1915.06	5986.21	3230.11	0	0	0	0	0	0	1590.06	0	8801.26	0	0	0	0	0	0
LRRC40	59153	16194.5	24409.6	7546.21	13979.4	6326.19	13849.4	9534.23	17157.4	5049.13	4704.12	5012.13	4193.11	6425.18	4778.13	49073.2	16393.4	13584.4	1505.04	4715.14	0	0	0	0
RMI1	0	0	0	16178.5	21635.6	12932.3	0	0	0	0	0	0	0	0	0	2952.08	3760.14	4805.17	0	0	0	0	0	0
EHMT1	361.017	2065.09	3154.13	8564.28	13821.4	8219.3	3188.1	2909.1	3806.1	0	0	0	3177.11	3078.1	2877.1	15353.5	20572.5	27758.7	0	0	0	0	0	0
SFXN1	11634.3	10328.3	22864.6	14152.4	12463.3	10493.3	5225.19	2425.07	4559.16	3181.08	2344.09	0	4242.11	3317.08	3197.08	8422.21	10682.3	12917.4	0	3769.09	1627.06	1162.05	0	0
VIPAS39	9284.37	8628.34	11031.4	0	2245.07	0	4660.16	5088.19	4176.14	0	0	0	711.026	2182.06	0	3656.13	5457.19	10675.4	0	0	0	0	0	0
COG4	20021.7	19989.8	29048.8	6399.22	7267.26	2688.1	8067.21	7242.25	12226.3	0	1614.04	0	3009.1	3380.08	2365.06	10373.3	13373.3	18748.7	0	0	0	0	0	0
ACTR5	0	16372.6	1582.07	1071.05	0	1270.05	0	0	0	0	0	0	0	0	0	17141.6	2687.12	9524.3	0	0	0	0	0	0
AGO3	10385.3	8883.28	6758.2	0	0	0	7620.25	2186.07	5793.19	0	0	0	4106.13	0	3923.13	9600.29	7607.26	5668.14	0	0	0	0	0	0
VPS37B	1031.05	1578.07	1703.08	0	1810.06	0	0	0	2017.09	382.015	0	0	0	0	0	0	0	2645.12	0	0	0	0	0	0
MRPL44	10906.3	12093.3	19334.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP42	4165.15	0	0	16876.6	21172.7	13471.5	9181.31	9572.32	10614.4	0	0	0	7005.26	6054.24	5905.23	39543.5	38636.4	46537.9	0	0	0	0	0	0
ISG20L2	0	0	0	0	3117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANSL2	0	0	0	4470.13	3589.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNKL	6565.25	6712.22	8919.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L2HGDH	1176.04	1308.05	0	0	1160.04	0	0	0	0	0	0	0	0	0	0	1493.06	1674.06	1503.05	0	0	0	0	0	0
ELP3	11512.3	12095.3	18579.6	0	3918.1	3103.09	8107.22	6264.18	9864.26	0	0	0	5807.16	9045.25	7634.2	9806.27	11526.3	18929.5	0	0	0	0	0	0
POLR1B	12555.4	13524.4	17635.5	0	0	0	3619.14	3851.09	5173.2	0	0	0	0	5057.14	0	7780.22	7834.2	22264.8	0	0	0	0	0	0
FN3KRP	12001.4	10994.4	16441.5	21058.7	27619.7	9421.34	16332.5	11840.3	15864.5	15697.5	24712.7	15943.5	11910.3	16037.5	8956.27	22606.7	24547.7	23046.7	10774.3	34886	28549.7	18198.5	17945.5	20328.6
TBC1D17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5471.14	0	0	0	0	0	0	0	0
CARS2	16909.4	1856.06	5131.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR41	9952.31	10371.3	13407.4	5273.17	6378.22	3560.1	9021.27	7072.21	5413.16	0	0	3085.09	0	0	0	8753.28	12434.4	14057.4	0	1212.06	0	0	0	0
FBRS	0	0	0	5849.25	14510.4	4165.18	0	0	0	0	0	0	0	0	0	5856.24	7574.35	10398.5	0	0	0	0	0	0
PLEKHA5	57422.7	63281.8	73214	7189.2	13068.4	9435.26	42605.1	32877.9	44793.2	45144.3	56692.5	52303.5	206579	188859	171781	59473.8	53050.5	49751.6	2319.07	0	0	0	2897.08	3810.11
UPF2	8877.27	12896.4	19511.5	2453.07	0	0	10555.3	7952.22	15953.4	0	1369.04	0	6716.19	7072.2	7358.21	12133.3	9401.27	24001.7	0	0	0	0	0	0
GNB4	16928.6	16430.5	22506.8	10360.4	16542.5	6132.18	14573.5	9642.31	21559.7	6281.2	8642.3	5737.18	5172.17	3937.12	5612.18	18165.6	17069.6	20708.7	5662.18	9017.27	5429.17	5204.16	7918.25	8119.26
XPO5	1712.05	5155.16	6519.21	846.025	1109.03	845.02	2001.06	3348.16	1417.04	0	0	0	735.019	0	606.016	4895.18	4937.16	8682.32	0	0	0	0	0	0
GRPEL1	3514.11	3826.11	6745.2	0	0	0	0	0	4927.15	2998.09	2694.08	1608.05	1558.04	0	2286.07	0	0	0	2408.07	2376.07	1999.06	2016.06	0	2473.08
CLSPN	7054.2	7599.21	10198.3	43966.1	58452.5	32350.9	5259.14	0	6826.29	0	0	0	4075.11	3681.1	3648.09	37314.1	30971.9	37808.1	0	0	0	0	0	0
MAGEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2636.07	0	0	0	0	0	0
PLEKHA2	53754.6	53699.5	85625.5	26470.8	42336.2	25507.7	48779.5	41049.2	63784	5779.17	5331.16	5974.18	21632.7	19968.5	18404.5	53050.6	57386.7	89209.6	0	0	0	0	0	2454.07
PLEKHA1	0	0	1453.04	0	0	0	0	0	1902.05	0	0	0	1327.04	0	0	0	17725.5	13096.3	0	0	0	0	0	0
CACYBP	22433.6	20549.6	27842.9	16892.5	22943.7	15909.5	18538.6	17707.5	25865.8	5164.16	5451.15	4695.14	8787.28	8835.27	9586.29	14662.4	19594.6	24689.8	3278.1	5051.15	3390.1	0	5302.16	5660.15
RC3H2	12171.5	15201.6	18784.5	1482.06	1703.06	1920.07	10815.3	10614.4	13207.5	2039.08	2229.09	2253.09	4230.18	4613.18	5168.2	18571.7	18387.7	19363.7	0	0	0	0	0	0
ZFYVE1	32709.2	30993	43002.3	2167.07	5998.19	4196.15	21555.6	21777.6	30914.1	2948.11	6413.17	5965.17	10551.3	11630.3	11990.4	30183	30238.1	33820.1	0	0	0	0	0	0
IFT122	18843.6	6009.23	14897.5	0	0	0	3867.14	8620.23	8783.26	0	0	0	0	0	0	9083.28	10828.3	52263.4	0	0	0	0	0	0
PARVB	3078.08	4733.13	4926.14	1408.04	0	876.03	2451.07	1955.05	2297.07	0	0	0	0	0	1726.05	0	4647.14	5850.16	0	0	0	0	0	0
TNS1	0	0	0	0	0	0	3363.1	0	7343.21	0	0	0	0	0	0	5042.15	0	0	0	0	0	0	0	0
VEZT	3774.18	3535.15	2704.12	0	0	0	12346.3	9769.31	12553.3	0	0	0	0	0	0	5215.21	3346.15	6455.19	0	0	0	0	0	0
SPC25	0	2050.07	0	0	0	0	2337.09	0	3252.12	0	0	0	0	0	0	0	0	4674.17	0	0	0	0	0	0
TAF9B	0	0	0	6783.19	14805.4	8317.23	0	0	0	0	0	0	1197.03	0	2249.06	14388.4	13147.4	18168.5	0	0	0	0	0	0
TMEM165	13733.7	11466.5	17875.9	3064.15	8123.39	3092.15	6303.29	3544.16	6513.28	0	0	0	1426.06	1954.09	0	4314.19	9172.46	15225.7	0	0	0	0	0	0
SLC25A19	4330.11	0	0	0	4694.12	0	0	0	3654.1	0	0	0	0	0	0	0	0	7154.18	0	0	0	0	0	0
EML4	19176.6	14466.5	15411.4	7596.25	12202.4	4994.16	19627.7	13928.5	24747.9	4075.13	6087.22	3504.1	56842.9	65407.1	68288.3	28993	30907	34969.3	0	0	1999.09	1590.07	0	0
GLOD4	7884.28	12568.3	12086.3	6634.18	8863.3	5202.18	20505.6	14201.4	29001.8	5018.18	5511.14	4965.17	3810.12	4182.14	5556.15	7630.21	11069.3	14515.5	6032.21	6484.22	6118.21	4500.17	4817.12	5049.13
GPBP1L1	5194.25	11870.3	7775.38	0	0	0	23623.6	2575.13	5404.24	0	0	0	8566.22	6497.16	6358.15	18468.5	19249.5	9377.41	0	0	0	0	0	0
CBX8	0	0	0	4931.21	6665.27	4149.12	0	0	0	0	0	0	0	0	0	5879.24	7514.32	10087.4	0	0	0	0	0	0
SENP2	0	0	3087.1	3200.1	4047.11	4165.12	0	0	0	0	0	0	1057.04	0	1101.03	2702.08	0	4001.12	0	0	0	0	0	0
CPAP	2469.11	1577.04	4716.25	0	0	0	0	0	0	0	0	0	14821.5	1262.04	1255.04	1802.06	0	0	0	0	0	0	0	0
ZBTB20	0	0	0	2229.08	0	6840.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC5B	0	0	0	0	0	0	0	0	121007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK6	6304.21	7067.22	12729.4	0	22758.7	0	0	3929.11	4785.14	0	0	0	2665.08	0	2045.06	5604.17	0	6501.2	0	0	0	0	0	0
MCCC2	32691.2	27385	30262.1	20872.7	27229.9	21086.7	23425.9	20045.7	27532	23709.8	26241.9	14165.5	16218.5	12664.4	18281.6	20390.8	27154.9	24185.8	19974.7	29886.1	26178.9	19609.7	26917	28451
NCOA5	0	6020.14	3724.1	26226.8	30444.8	10932.3	0	0	0	0	0	0	0	2015.05	0	15034.4	15955.4	14831.4	0	0	0	0	0	0
TANC2	16954.4	19200.5	20610.6	0	5415.19	0	18220.6	14157.4	8596.22	1519.05	2814.06	2988.07	7197.18	7861.24	7762.19	13612.4	13332.3	16473.4	0	0	0	0	0	0
EPG5	27689.9	9638.28	17275.4	0	0	0	10381.2	6547.17	12363.3	0	0	0	2213.06	0	1536.05	12767.3	14351.4	17199.4	0	0	0	0	0	0
MOV10	5709.2	4559.14	5622.17	11595.3	3706.11	0	2974.09	3954.14	3635.12	0	0	1151.04	0	2066.05	0	16873.5	5887.19	27696.9	0	0	0	0	0	0
ZNF532	0	0	0	1603.05	7890.23	0	0	0	0	0	0	0	0	0	0	7542.21	8027.39	6821.23	0	0	0	0	0	0
ARHGEF10L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9323.24	0	0	0	0	0	0	0
SMURF1	0	12164.3	13033.3	0	0	0	0	12721.4	0	0	0	0	0	0	0	0	0	15525.5	0	0	0	0	0	0
CWC22	0	0	0	865.028	4405.12	0	0	0	0	0	0	0	0	0	0	4205.13	1528.05	9271.3	0	0	0	0	0	0
NCKAP5L	61156.3	47187.4	91752.9	3183.11	0	3368.13	21415.7	17180.5	32753.9	4515.15	6811.2	5364.18	65807.1	60287	54373.8	24236.7	28012.8	41499.3	0	0	0	0	0	0
MAGEE1	1108.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSL2	0	0	0	2678.08	4043.12	1903.05	0	0	0	0	0	0	0	0	0	0	0	6005.19	0	0	0	0	0	0
RAVER2	0	609.023	3783.13	5388.19	12798.4	3655.14	0	0	0	0	0	0	0	0	0	5838.2	0	3893.15	0	0	0	0	0	0
ZDBF2	3319.08	3411.1	3245.09	2030.06	3448.1	1349.05	1410.04	0	0	0	0	0	1527.04	0	0	21023.5	3632.11	13849.3	0	0	0	0	0	0
CHD8	4827.13	6364.17	6006.15	32289.9	36098.2	20640.5	9079.31	7312.2	6327.19	0	0	0	5975.17	6768.2	5422.13	47931.3	45861.3	40867.4	0	0	0	0	0	0
GPAM	0	0	2743.07	0	0	0	0	1664.04	0	0	0	0	0	0	0	0	0	2907.07	0	0	0	0	0	0
RESF1	0	0	0	821.029	2439.11	0	0	0	0	0	0	2970.1	0	0	0	3353.14	3294.15	4305.21	0	0	0	0	0	0
KIAA1549	0	0	7525.23	0	0	0	4745.12	0	0	0	0	0	0	0	0	0	0	6789.19	0	0	0	0	0	0
FBRSL1	7410.25	7301.22	9210.29	3951.11	3741.12	0	0	0	0	0	0	0	0	0	0	4444.14	4401.14	6186.19	0	0	0	0	0	0
GPN1	3276.08	3812.09	5059.13	0	0	0	848.032	1153.05	2784.08	0	0	0	0	0	0	1483.04	2547.06	3745.16	0	0	0	0	0	0
EPB41L4A	7753.34	1995.08	0	0	0	0	0	0	4310.12	0	0	0	0	0	0	3877.14	0	4677.16	0	0	0	0	0	0
XAB2	277749	285928	397383	481843	1192220	586127	347641	300074	417080	30824.8	45332.2	59597.5	236547	240269	250396	953873	959947	1339950	10640.3	9639.54	15348.4	46877.3	58578.5	76185.7
PREB	0	0	5923.17	0	2460.12	669.033	0	4141.13	0	885.044	0	0	0	0	0	0	6555.19	3142.17	0	0	0	0	0	0
S100A14	0	0	0	0	2698.08	0	0	0	8633.25	0	0	0	0	0	0	0	0	0	747.022	0	0	0	4389.13	0
SRA1	6162.2	6416.19	9584.31	4789.16	4412.15	2961.1	5671.19	6380.21	7382.22	0	0	0	4434.14	2796.09	1941.05	8847.28	8176.27	7766.25	0	0	0	0	0	0
ATP13A1	5749.21	4816.17	1959.06	9410.25	5951.18	9954.3	3717.12	5626.18	7792.25	3924.13	0	0	1420.04	0	0	1518.05	3349.09	11402.4	0	0	0	0	0	1017.03
GOPC	28963.7	27212.7	31113.2	9020.23	10654.3	5705.14	17303.5	15250.4	25876.7	5522.13	5292.14	4695.12	9805.24	7447.2	10439.3	20027.5	22807.6	27506.7	0	0	0	1799.06	3051.08	0
CHMP1A	0	0	3573.11	0	0	0	0	0	0	0	0	0	0	0	0	0	3044.09	3557.1	0	0	0	0	0	0
TM9SF3	0	1868.06	4857.17	0	0	0	0	0	2889.11	0	0	0	0	0	0	0	0	9679.33	0	0	0	0	0	0
MYO10	22643.7	27472.7	20574.6	2155.1	14248.4	2427.1	7340.25	4306.14	7955.21	0	0	0	2223.1	1709.06	2066.06	8432.3	7502.19	9987.26	0	0	0	0	0	0
WDR6	21261.5	19259.5	24142.7	8113.2	13092.3	7049.17	15494.4	10842.3	15289.4	2926.08	3001.08	0	5509.13	5820.15	6295.15	18192.5	21063.6	22399.5	0	0	0	0	0	0
TUFT1	20135.6	20003.5	18998.5	0	2409.06	0	12121.3	2614.06	5525.14	0	0	0	0	0	0	13264.4	14084.4	20509.5	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0	0	0	245220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP3	15124.4	17093.5	16778.5	9811.23	5904.16	4783.11	12700.3	11067.3	12687.3	1883.04	3974.1	0	8388.21	8862.22	8643.22	14482.4	14005.4	17465.7	0	0	0	0	0	0
ZCCHC17	4951.2	0	5250.22	4541.17	9082.34	4933.18	3523.15	6433.27	6581.26	5191.21	5635.21	4965.2	0	2667.11	4600.17	6436.28	14512.6	14208.6	4147.16	7081.27	5458.21	3519.13	5739.22	6058.24
RAB18	150154	24448.6	154162	29145.7	36077	23066.7	21368.6	27564.8	44800.3	34904.9	31742.9	21728.6	19619.5	16748.5	23219.6	25774.8	44775.4	48287.5	22258.6	38392	34259.9	25717.7	34652.9	33878.9
ALG13	17383.6	2437.08	4576.14	0	0	0	2953.09	2228.07	2910.09	0	0	0	0	0	0	3773.12	3249.1	2772.09	0	0	0	0	0	0
PALMD	17672.4	17781.5	31941.8	0	0	0	65967	50130.3	104996	0	2450.08	0	3210.16	3335.1	2603.09	26943.8	32375.8	47957.2	0	0	0	0	0	0
SSU72	0	0	0	0	0	1940.07	0	0	0	0	0	0	0	0	0	0	0	0	0	2575.09	0	1198.04	0	0
VTA1	0	14104.5	4710.14	4382.14	5179.16	2427.08	0	0	0	0	0	0	0	0	0	0	0	7046.23	0	0	2257.08	0	0	0
PNPLA8	14393.4	7646.27	61910.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARS2	0	0	0	1871.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS30	0	2692.11	4344.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC7	0	0	0	1648.07	4361.13	702.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MID1IP1	3962.14	4031.15	5967.23	2967.15	2829.1	2835.14	4416.12	4053.19	5286.26	0	0	0	0	0	0	7920.42	5422.19	12751.7	0	0	0	0	0	0
UBE2T	3979.14	3828.12	11967.4	11668.4	33346	8706.26	7121.23	0	3385.15	0	0	0	1615.05	1754.08	4997.14	15658.5	5287.22	27715.9	0	0	0	0	509.019	0
DMAP1	0	0	0	4172.16	6654.26	4707.17	5469.23	0	5078.18	0	0	0	3925.14	1109.04	0	9201.42	6220.24	9237.36	0	0	0	0	0	0
UBN1	0	0	0	8725.26	4950.13	5816.15	0	0	0	0	0	0	156.006	0	0	15264.5	13408.3	16956.5	0	0	0	0	0	0
IL1RAP	0	0	0	0	0	0	0	0	0	1364.04	0	0	0	0	0	0	0	0	0	1149.03	0	0	0	0
BRD7	0	0	0	9748.29	13861.4	0	0	0	0	0	0	0	0	0	0	7324.2	48942.4	48913.6	0	0	0	0	0	0
DCP1A	11627.3	13670.3	18703.7	0	5763.19	833.041	7965.21	8180.24	9423.23	0	0	0	3448.09	4470.12	3509.09	12728.5	14582.4	17622.6	0	0	0	0	0	0
MED4	0	0	0	0	0	0	0	0	806.024	0	0	0	0	0	0	0	1621.04	1514.04	0	0	0	0	0	0
RIC8A	5035.18	12590.3	7294.18	1177.03	3187.07	9382.26	4314.11	15363.4	6785.17	995.032	1044.04	0	6807.17	1428.04	1802.05	13479.3	12447.3	11925.3	215.005	0	0	0	0	0
LUC7L	0	0	0	0	0	1979.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LZTFL1	7829.29	7307.27	11473.4	0	0	0	7307.3	7057.29	14014.4	0	0	0	1991.09	0	0	12745.4	13227.4	14393.6	0	0	0	0	0	0
PPAN	4610.17	5675.16	5535.19	2868.08	4346.14	2006.06	3100.11	0	3536.12	0	0	0	1699.06	0	1465.04	5656.17	7424.23	9942.3	0	0	0	0	0	0
TRIM36	0	4982.15	0	0	0	0	0	0	0	0	0	0	4638.11	3998.11	6277.17	0	0	0	0	0	0	0	0	0
TIGAR	2268.09	2251.09	4081.17	0	0	836.038	1910.08	0	2400.11	0	0	0	0	0	0	603.022	3197.13	4726.19	0	0	0	0	0	0
COPRS	8920.37	7407.35	12663.6	5332.23	0	4829.22	7973.38	5959.26	8292.35	0	0	0	0	2409.1	0	0	9836.43	12909.6	0	0	0	0	0	0
TCF7L2	0	0	0	15895.4	21818.6	15385.4	0	0	0	0	0	0	0	0	0	11650.3	16497.4	10154.4	0	0	0	0	0	0
JADE2	0	1961.11	5450.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4	113198	92317.6	145349	0	47455.4	16449.5	103736	85195.6	120908	16579.4	21154.6	14767.4	36111.1	37116	30241.8	178860	156849	125006	0	0	1964.09	0	0	0
CYLD	55602.2	49653.9	90181.4	9814.34	16269.6	7773.22	42358.5	32152.1	53349	2330.06	5143.21	4708.12	9870.36	11176.3	10908.3	59010.5	52459.9	60168.3	0	0	0	0	0	2762.07
RPRD1B	3016.12	1854.08	4401.18	31234.9	8300.33	20603.5	2296.06	1039.04	9634.28	0	0	0	995.037	3852.1	1542.05	4068.15	46399.3	48626.2	0	0	0	0	0	0
DDX4	0	0	12991.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGC;RRAGD	0	0	6195.24	0	4660.17	1936.07	0	0	0	1868.06	1400.05	0	0	0	0	0	0	4233.1	0	0	0	0	1247.04	0
PFDN4	0	0	0	0	0	0	0	4516.15	7038.25	0	0	936.033	0	0	0	0	0	0	0	0	0	0	0	0
NIT2	0	0	0	0	0	0	1573.06	0	0	0	0	0	0	0	0	0	1967.07	1988.08	0	0	0	0	0	0
AVEN	5984.22	6777.27	8129.32	1016.04	1149.04	1432.05	4657.18	4222.17	8483.35	0	0	0	2896.12	2704.11	3614.16	8687.34	8565.33	12505.5	0	0	0	0	0	0
INCENP	39943.2	43851.2	52290.2	63979.7	115780	76291.3	26922.7	21769.5	30190.8	7195.33	7123.25	6140.17	39994.8	43034.8	36372.6	110036	102713	155176	0	0	0	5728.17	5370.17	3965.16
EXOSC3	0	0	0	0	1599.07	0	0	0	0	0	0	0	0	0	0	0	0	1160.03	0	0	0	0	0	0
KIF13B	0	0	9099.27	0	0	0	0	0	54957.5	0	0	0	0	39335	0	9185.43	54807.6	0	0	0	0	0	0	0
PRDM11	0	0	0	10204.3	6800.21	7780.26	0	0	0	0	0	0	0	0	0	0	0	4693.18	0	0	0	0	0	0
ANLN	36143	35908.9	47393.3	61634.7	81866.3	64815.7	56500.5	50818.3	67909.9	8285.22	4712.11	1968.08	28197.7	25609.6	28574.8	87827.3	68467.8	83944.1	1489.04	6089.15	5786.15	984.035	4446.12	7055.18
GPHN	13007.3	11633.3	21762.5	2356.06	0	0	10816.3	8900.24	16875.5	2580.09	4357.13	3795.12	6096.17	6170.15	6279.15	13681.4	15470.4	20454.5	1286.03	0	0	0	2637.06	0
UTP3	0	0	0	0	3713.12	894.031	0	0	0	0	0	0	0	0	0	2504.09	4832.16	2957.11	0	0	0	0	0	0
BIRC6	54125.3	55568.4	71468.9	9287.24	12845.4	9038.23	20774.6	17743.5	32687.8	3489.09	4121.11	2434.08	6493.17	6199.15	7250.18	35145.9	42311	50697.3	0	0	0	1210.03	0	0
PDLIM7	231525	256749	374604	28226.7	49640.2	22924.6	547441	560059	878472	21575.6	24172.7	27042.7	55976.5	46391.2	56567.4	224982	234807	308904	7501.18	9904.23	6858.2	12776.3	12800.3	15012.4
DDX21	53294.5	59454.9	67690.8	39495	90408.6	39927.1	30229.8	25405.8	29621.9	11917.3	12220.3	11370.3	19568.5	20491.5	18809.5	53452.6	44626.3	72376.1	7556.21	9071.24	10343.3	9439.24	8721.23	10153.3
SAR1A	0	0	23678.7	63297.7	103863	54622.6	12579.4	10675.3	18808.6	2283.06	2975.09	2620.08	4738.15	6024.16	4635.13	17077.5	18754.5	30724.9	0	2854.09	2235.07	1536.04	0	0
NANS	0	0	0	1254.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GLB2	5380.15	4796.13	8990.24	0	0	0	3944.1	3327.09	4106.1	0	0	0	0	1416.04	1386.03	3730.1	3293.09	4156.1	0	0	0	0	0	0
ASH1L	1352.04	0	0	7650.21	9627.28	5785.17	0	0	0	0	0	0	1479.06	5606.17	1428.04	11625.4	10683.4	10423.5	0	0	0	0	0	0
EIF2B3	5113.11	7963.2	11650.3	2956.08	549.018	2748.08	5695.15	4752.13	8083.22	1571.04	0	0	3134.09	0	0	7142.21	7652.23	15034.4	0	0	0	0	0	0
ARHGEF4	0	2928.09	7835.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF3	0	0	0	0	2814.1	890.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	15850.5	16649.5	19746.6	0	938.039	0	10268.3	10583.3	8265.26	0	0	0	5621.17	6371.19	2360.11	16308.5	14461.4	13387.5	0	0	0	0	0	0
ST7	0	0	0	2926.07	1152.05	0	1634.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PICK1	3256.09	3125.09	5302.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ2	0	0	0	5961.18	35529.1	3439.11	0	0	0	0	0	0	0	0	0	6825.19	6519.22	9865.3	0	0	0	0	0	0
CTPS2	0	1754.06	0	0	0	0	0	0	0	0	0	0	0	0	0	6602.24	0	2977.1	0	0	0	0	0	0
CHRAC1	0	0	576.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084.05	0	0	0	0	0	0
AAAS	19529.6	17035.5	26056.7	32880.9	49027.6	29099	14566.4	12137.4	15832.5	10259.3	13194.3	9475.29	10037.3	8732.24	7215.2	16065.5	19413.5	23927.9	7597.24	12110.3	11024.3	6377.19	7324.22	8868.24
TULP4	4353.16	3019.08	4947.15	0	0	0	1186.05	0	1331.05	0	0	0	0	0	0	0	0	15931.4	0	0	0	0	0	0
ABCB10	0	17867.5	3189.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAZ1A	7625.19	1909.05	3340.09	5416.16	6095.16	2890.07	0	0	0	0	0	0	0	899.026	0	8325.23	20118.6	6616.19	0	0	0	0	0	0
STRN4	44327.8	39814.6	58013.2	7331.18	11618.3	2881.07	37586.9	21296.5	41719.1	4535.1	4952.12	9215.23	7437.18	3157.09	6395.16	41914	46068.2	45270.2	1615.04	0	0	3681.09	8689.24	0
LATS2	14597.4	11764.3	18685.5	0	0	0	0	6977.21	10936.3	0	0	0	4579.14	5438.16	5223.14	8840.26	12103.3	13131.4	0	0	0	0	0	0
AASDHPPT	8208.2	7798.25	14061.4	7530.23	13214.4	5854.16	7442.22	6964.21	9690.25	0	0	0	0	0	0	11674.3	9569.27	12585.4	0	0	0	0	0	0
